,year,region_description,area_description,brand_description,product_description,product_price
0,2002,Gascoyne,Carnarvon,BP,98 RON,107.774
1,2002,Gascoyne,Carnarvon,BP,Diesel,99.916
2,2002,Gascoyne,Carnarvon,BP,LPG,69.768
3,2002,Gascoyne,Carnarvon,BP,ULP,101.492
4,2002,Gascoyne,Carnarvon,Caltex,Diesel,97.756
5,2002,Gascoyne,Carnarvon,Caltex,LPG,68.841
6,2002,Gascoyne,Carnarvon,Caltex,LRP,103.738
7,2002,Gascoyne,Carnarvon,Caltex,PULP,105.506
8,2002,Gascoyne,Carnarvon,Caltex,ULP,100.297
9,2002,Gascoyne,Carnarvon,Independent,Diesel,96.989
10,2002,Gascoyne,Carnarvon,Independent,LRP,101.69
11,2002,Gascoyne,Carnarvon,Independent,PULP,105.186
12,2002,Gascoyne,Carnarvon,Independent,ULP,98.972
13,2002,Goldfields-Esperance,Boulder,BOC,LPG,55.0
14,2002,Goldfields-Esperance,Boulder,BP,98 RON,105.141
15,2002,Goldfields-Esperance,Boulder,BP,Diesel,96.684
16,2002,Goldfields-Esperance,Boulder,BP,LPG,57.847
17,2002,Goldfields-Esperance,Boulder,BP,ULP,96.942
18,2002,Goldfields-Esperance,Boulder,Caltex,Diesel,99.037
19,2002,Goldfields-Esperance,Boulder,Caltex,LRP,103.76
20,2002,Goldfields-Esperance,Boulder,Caltex,PULP,103.793
21,2002,Goldfields-Esperance,Boulder,Caltex,ULP,100.185
22,2002,Goldfields-Esperance,Boulder,Eagle,Diesel,99.323
23,2002,Goldfields-Esperance,Boulder,Eagle,LPG,60.144
24,2002,Goldfields-Esperance,Boulder,Eagle,PULP,103.839
25,2002,Goldfields-Esperance,Boulder,Eagle,ULP,100.384
26,2002,Goldfields-Esperance,Boulder,Shell,Diesel,101.122
27,2002,Goldfields-Esperance,Boulder,Shell,LRP,103.616
28,2002,Goldfields-Esperance,Boulder,Shell,PULP,107.085
29,2002,Goldfields-Esperance,Boulder,Shell,ULP,101.289
30,2002,Goldfields-Esperance,Boulder,United,Diesel,99.916
31,2002,Goldfields-Esperance,Boulder,United,LRP,103.298
32,2002,Goldfields-Esperance,Boulder,United,PULP,104.832
33,2002,Goldfields-Esperance,Boulder,United,ULP,101.065
34,2002,Goldfields-Esperance,Esperance,BP,Diesel,94.499
35,2002,Goldfields-Esperance,Esperance,BP,LPG,61.938
36,2002,Goldfields-Esperance,Esperance,BP,LRP,100.326
37,2002,Goldfields-Esperance,Esperance,BP,PULP,101.565
38,2002,Goldfields-Esperance,Esperance,BP,ULP,95.7
39,2002,Goldfields-Esperance,Esperance,Caltex,Diesel,94.082
40,2002,Goldfields-Esperance,Esperance,Caltex,LPG,61.332
41,2002,Goldfields-Esperance,Esperance,Caltex,LRP,99.229
42,2002,Goldfields-Esperance,Esperance,Caltex,PULP,102.008
43,2002,Goldfields-Esperance,Esperance,Caltex,ULP,95.524
44,2002,Goldfields-Esperance,Esperance,Kleenheat,LPG,60.581
45,2002,Goldfields-Esperance,Esperance,Shell,Diesel,92.956
46,2002,Goldfields-Esperance,Esperance,Shell,LRP,96.581
47,2002,Goldfields-Esperance,Esperance,Shell,PULP,101.133
48,2002,Goldfields-Esperance,Esperance,Shell,ULP,94.431
49,2002,Goldfields-Esperance,Kalgoorlie,BP,Diesel,98.881
50,2002,Goldfields-Esperance,Kalgoorlie,BP,LPG,59.31
51,2002,Goldfields-Esperance,Kalgoorlie,BP,LRP,102.153
52,2002,Goldfields-Esperance,Kalgoorlie,BP,PULP,103.652
53,2002,Goldfields-Esperance,Kalgoorlie,BP,ULP,98.934
54,2002,Goldfields-Esperance,Kalgoorlie,Caltex,Diesel,98.655
55,2002,Goldfields-Esperance,Kalgoorlie,Caltex,LPG,62.849
56,2002,Goldfields-Esperance,Kalgoorlie,Caltex,LRP,103.148
57,2002,Goldfields-Esperance,Kalgoorlie,Caltex,PULP,104.073
58,2002,Goldfields-Esperance,Kalgoorlie,Caltex,ULP,100.389
59,2002,Goldfields-Esperance,Kalgoorlie,Caltex Woolworths,Diesel,99.7
60,2002,Goldfields-Esperance,Kalgoorlie,Caltex Woolworths,LRP,101.736
61,2002,Goldfields-Esperance,Kalgoorlie,Caltex Woolworths,PULP,103.736
62,2002,Goldfields-Esperance,Kalgoorlie,Caltex Woolworths,ULP,97.736
63,2002,Goldfields-Esperance,Kalgoorlie,Gull,Diesel,96.779
64,2002,Goldfields-Esperance,Kalgoorlie,Gull,LRP,100.21
65,2002,Goldfields-Esperance,Kalgoorlie,Gull,PULP,102.522
66,2002,Goldfields-Esperance,Kalgoorlie,Gull,ULP,96.746
67,2002,Goldfields-Esperance,Kalgoorlie,Kleenheat,LPG,58.168
68,2002,Goldfields-Esperance,Kalgoorlie,Shell,Diesel,98.036
69,2002,Goldfields-Esperance,Kalgoorlie,Shell,LRP,101.67
70,2002,Goldfields-Esperance,Kalgoorlie,Shell,ULP,98.211
71,2002,Great Southern,Albany,Ampol,Diesel,95.398
72,2002,Great Southern,Albany,Ampol,LRP,101.83
73,2002,Great Southern,Albany,Ampol,PULP,102.79
74,2002,Great Southern,Albany,Ampol,ULP,97.352
75,2002,Great Southern,Albany,BP,98 RON,103.119
76,2002,Great Southern,Albany,BP,Diesel,98.0
77,2002,Great Southern,Albany,BP,LPG,57.006
78,2002,Great Southern,Albany,BP,LRP,103.581
79,2002,Great Southern,Albany,BP,PULP,101.042
80,2002,Great Southern,Albany,BP,ULP,99.217
81,2002,Great Southern,Albany,Caltex,Diesel,95.692
82,2002,Great Southern,Albany,Caltex,LPG,57.315
83,2002,Great Southern,Albany,Caltex,LRP,102.432
84,2002,Great Southern,Albany,Caltex,PULP,102.867
85,2002,Great Southern,Albany,Caltex,ULP,97.52
86,2002,Great Southern,Albany,Independent,Diesel,100.597
87,2002,Great Southern,Albany,Independent,LRP,105.585
88,2002,Great Southern,Albany,Independent,ULP,100.781
89,2002,Great Southern,Albany,Kleenheat,LPG,56.855
90,2002,Great Southern,Albany,Shell,Diesel,96.672
91,2002,Great Southern,Albany,Shell,LPG,56.908
92,2002,Great Southern,Albany,Shell,LRP,100.663
93,2002,Great Southern,Albany,Shell,PULP,102.334
94,2002,Great Southern,Albany,Shell,ULP,98.339
95,2002,Great Southern,Albany,United,Diesel,95.254
96,2002,Great Southern,Albany,United,LRP,100.955
97,2002,Great Southern,Albany,United,PULP,101.747
98,2002,Great Southern,Albany,United,ULP,96.824
99,2002,Kimberley,Broome,BP,Diesel,100.639
100,2002,Kimberley,Broome,BP,LPG,80.327
101,2002,Kimberley,Broome,BP,LRP,105.407
102,2002,Kimberley,Broome,BP,PULP,114.953
103,2002,Kimberley,Broome,BP,ULP,102.699
104,2002,Kimberley,Broome,Caltex,Diesel,104.131
105,2002,Kimberley,Broome,Caltex,LPG,81.734
106,2002,Kimberley,Broome,Caltex,LRP,108.579
107,2002,Kimberley,Broome,Caltex,ULP,106.166
108,2002,Kimberley,Broome,Shell,Diesel,101.205
109,2002,Kimberley,Broome,Shell,LPG,79.615
110,2002,Kimberley,Broome,Shell,LRP,105.558
111,2002,Kimberley,Broome,Shell,ULP,102.633
112,2002,Kimberley,Kununurra,BP,Diesel,102.894
113,2002,Kimberley,Kununurra,BP,LPG,82.99
114,2002,Kimberley,Kununurra,BP,LRP,106.956
115,2002,Kimberley,Kununurra,BP,PULP,121.836
116,2002,Kimberley,Kununurra,BP,ULP,105.604
117,2002,Kimberley,Kununurra,Shell,Diesel,101.664
118,2002,Kimberley,Kununurra,Shell,LPG,82.782
119,2002,Kimberley,Kununurra,Shell,LRP,109.224
120,2002,Kimberley,Kununurra,Shell,ULP,106.307
121,2002,Metro,East/Hills,Ampol,Diesel,88.596
122,2002,Metro,East/Hills,Ampol,LRP,91.719
123,2002,Metro,East/Hills,Ampol,ULP,91.168
124,2002,Metro,East/Hills,BP,98 RON,95.986
125,2002,Metro,East/Hills,BP,Diesel,90.107
126,2002,Metro,East/Hills,BP,LPG,45.562
127,2002,Metro,East/Hills,BP,LRP,91.886
128,2002,Metro,East/Hills,BP,PULP,92.767
129,2002,Metro,East/Hills,BP,ULP,88.885
130,2002,Metro,East/Hills,Caltex,Diesel,90.229
131,2002,Metro,East/Hills,Caltex,LPG,45.539
132,2002,Metro,East/Hills,Caltex,LRP,92.555
133,2002,Metro,East/Hills,Caltex,PULP,93.967
134,2002,Metro,East/Hills,Caltex,ULP,88.965
135,2002,Metro,East/Hills,Caltex Woolworths,Diesel,90.253
136,2002,Metro,East/Hills,Caltex Woolworths,LRP,90.987
137,2002,Metro,East/Hills,Caltex Woolworths,ULP,87.683
138,2002,Metro,East/Hills,FastFuel 24/7,Diesel,90.552
139,2002,Metro,East/Hills,FastFuel 24/7,LRP,92.874
140,2002,Metro,East/Hills,FastFuel 24/7,PULP,94.577
141,2002,Metro,East/Hills,FastFuel 24/7,ULP,89.614
142,2002,Metro,East/Hills,Gull,Diesel,87.434
143,2002,Metro,East/Hills,Gull,LPG,44.2
144,2002,Metro,East/Hills,Gull,LRP,90.823
145,2002,Metro,East/Hills,Gull,PULP,92.293
146,2002,Metro,East/Hills,Gull,ULP,87.409
147,2002,Metro,East/Hills,Independent,Diesel,89.201
148,2002,Metro,East/Hills,Independent,LRP,91.787
149,2002,Metro,East/Hills,Independent,PULP,94.135
150,2002,Metro,East/Hills,Independent,ULP,90.555
151,2002,Metro,East/Hills,Liberty,Diesel,88.328
152,2002,Metro,East/Hills,Liberty,LRP,90.931
153,2002,Metro,East/Hills,Liberty,PULP,91.537
154,2002,Metro,East/Hills,Liberty,ULP,87.648
155,2002,Metro,East/Hills,Mobil,Diesel,90.539
156,2002,Metro,East/Hills,Mobil,LRP,91.192
157,2002,Metro,East/Hills,Mobil,PULP,92.594
158,2002,Metro,East/Hills,Mobil,ULP,87.578
159,2002,Metro,East/Hills,Peak,Diesel,88.113
160,2002,Metro,East/Hills,Peak,LPG,44.487
161,2002,Metro,East/Hills,Peak,LRP,91.207
162,2002,Metro,East/Hills,Peak,PULP,92.247
163,2002,Metro,East/Hills,Peak,ULP,87.845
164,2002,Metro,East/Hills,Shell,Diesel,92.431
165,2002,Metro,East/Hills,Shell,LPG,46.097
166,2002,Metro,East/Hills,Shell,LRP,93.743
167,2002,Metro,East/Hills,Shell,PULP,95.762
168,2002,Metro,East/Hills,Shell,ULP,90.738
169,2002,Metro,East/Hills,Vibe,Diesel,89.597
170,2002,Metro,East/Hills,Vibe,LRP,93.908
171,2002,Metro,East/Hills,Vibe,ULP,91.95
172,2002,Metro,East/Hills,Wesco,Diesel,91.234
173,2002,Metro,East/Hills,Wesco,LRP,94.186
174,2002,Metro,East/Hills,Wesco,ULP,92.313
175,2002,Metro,North of River,Amgas,Diesel,89.216
176,2002,Metro,North of River,Amgas,LRP,90.082
177,2002,Metro,North of River,Amgas,ULP,86.559
178,2002,Metro,North of River,Ampol,Diesel,92.324
179,2002,Metro,North of River,Ampol,LPG,45.145
180,2002,Metro,North of River,Ampol,LRP,92.963
181,2002,Metro,North of River,Ampol,PULP,94.608
182,2002,Metro,North of River,Ampol,ULP,90.033
183,2002,Metro,North of River,BP,98 RON,95.96
184,2002,Metro,North of River,BP,Diesel,91.392
185,2002,Metro,North of River,BP,LPG,45.266
186,2002,Metro,North of River,BP,LRP,92.232
187,2002,Metro,North of River,BP,PULP,92.818
188,2002,Metro,North of River,BP,ULP,88.895
189,2002,Metro,North of River,Caltex,Diesel,91.515
190,2002,Metro,North of River,Caltex,LPG,45.135
191,2002,Metro,North of River,Caltex,LRP,92.441
192,2002,Metro,North of River,Caltex,PULP,94.12
193,2002,Metro,North of River,Caltex,ULP,88.954
194,2002,Metro,North of River,Caltex Woolworths,Diesel,90.642
195,2002,Metro,North of River,Caltex Woolworths,LRP,91.557
196,2002,Metro,North of River,Caltex Woolworths,PULP,93.322
197,2002,Metro,North of River,Caltex Woolworths,ULP,88.18
198,2002,Metro,North of River,Gull,Diesel,89.537
199,2002,Metro,North of River,Gull,LPG,44.448
200,2002,Metro,North of River,Gull,LRP,91.068
201,2002,Metro,North of River,Gull,PULP,92.504
202,2002,Metro,North of River,Gull,ULP,87.689
203,2002,Metro,North of River,Independent,Diesel,102.985
204,2002,Metro,North of River,Independent,LRP,102.208
205,2002,Metro,North of River,Independent,PULP,95.564
206,2002,Metro,North of River,Independent,ULP,102.38
207,2002,Metro,North of River,Kleenheat,LPG,44.28
208,2002,Metro,North of River,Kwikfuel,Diesel,88.522
209,2002,Metro,North of River,Kwikfuel,LPG,44.569
210,2002,Metro,North of River,Kwikfuel,LRP,90.848
211,2002,Metro,North of River,Kwikfuel,PULP,92.441
212,2002,Metro,North of River,Kwikfuel,ULP,87.855
213,2002,Metro,North of River,Liberty,Diesel,90.483
214,2002,Metro,North of River,Liberty,LRP,94.105
215,2002,Metro,North of River,Liberty,PULP,96.987
216,2002,Metro,North of River,Liberty,ULP,90.29
217,2002,Metro,North of River,Mobil,Diesel,90.538
218,2002,Metro,North of River,Mobil,LPG,45.342
219,2002,Metro,North of River,Mobil,LRP,91.761
220,2002,Metro,North of River,Mobil,PULP,93.241
221,2002,Metro,North of River,Mobil,ULP,88.27
222,2002,Metro,North of River,Oasis,Diesel,86.159
223,2002,Metro,North of River,Oasis,LRP,91.804
224,2002,Metro,North of River,Oasis,PULP,92.804
225,2002,Metro,North of River,Oasis,ULP,87.999
226,2002,Metro,North of River,Peak,Diesel,87.736
227,2002,Metro,North of River,Peak,LPG,44.034
228,2002,Metro,North of River,Peak,LRP,90.779
229,2002,Metro,North of River,Peak,PULP,91.348
230,2002,Metro,North of River,Peak,ULP,87.204
231,2002,Metro,North of River,Shell,Diesel,92.495
232,2002,Metro,North of River,Shell,LPG,45.965
233,2002,Metro,North of River,Shell,LRP,92.394
234,2002,Metro,North of River,Shell,PULP,93.579
235,2002,Metro,North of River,Shell,ULP,89.077
236,2002,Metro,North of River,Swan Taxis,LPG,43.665
237,2002,Metro,North of River,Swan Taxis,LRP,92.982
238,2002,Metro,North of River,Swan Taxis,PULP,93.91
239,2002,Metro,North of River,Swan Taxis,ULP,89.946
240,2002,Metro,North of River,United,Diesel,94.37
241,2002,Metro,North of River,United,LRP,89.897
242,2002,Metro,North of River,United,PULP,95.824
243,2002,Metro,North of River,United,ULP,89.267
244,2002,Metro,North of River,Wesco,Diesel,90.522
245,2002,Metro,North of River,Wesco,LPG,43.762
246,2002,Metro,North of River,Wesco,LRP,92.822
247,2002,Metro,North of River,Wesco,PULP,95.235
248,2002,Metro,North of River,Wesco,ULP,89.949
249,2002,Metro,South of River,Amgas,Diesel,86.928
250,2002,Metro,South of River,Amgas,LRP,88.401
251,2002,Metro,South of River,Amgas,ULP,85.234
252,2002,Metro,South of River,Ampol,Diesel,92.247
253,2002,Metro,South of River,Ampol,LPG,44.102
254,2002,Metro,South of River,Ampol,LRP,92.056
255,2002,Metro,South of River,Ampol,PULP,93.859
256,2002,Metro,South of River,Ampol,ULP,88.546
257,2002,Metro,South of River,BP,98 RON,95.62
258,2002,Metro,South of River,BP,Diesel,90.828
259,2002,Metro,South of River,BP,LPG,45.022
260,2002,Metro,South of River,BP,LRP,91.988
261,2002,Metro,South of River,BP,PULP,92.488
262,2002,Metro,South of River,BP,ULP,88.617
263,2002,Metro,South of River,Better Choice,Diesel,85.303
264,2002,Metro,South of River,Better Choice,LPG,42.532
265,2002,Metro,South of River,Better Choice,LRP,89.26
266,2002,Metro,South of River,Better Choice,ULP,85.918
267,2002,Metro,South of River,Black and  White,LPG,47.097
268,2002,Metro,South of River,Caltex,Diesel,92.317
269,2002,Metro,South of River,Caltex,LPG,45.368
270,2002,Metro,South of River,Caltex,LRP,92.656
271,2002,Metro,South of River,Caltex,PULP,94.165
272,2002,Metro,South of River,Caltex,ULP,88.981
273,2002,Metro,South of River,Caltex Woolworths,Diesel,89.637
274,2002,Metro,South of River,Caltex Woolworths,LPG,44.001
275,2002,Metro,South of River,Caltex Woolworths,LRP,90.293
276,2002,Metro,South of River,Caltex Woolworths,PULP,92.035
277,2002,Metro,South of River,Caltex Woolworths,ULP,86.963
278,2002,Metro,South of River,Gull,Diesel,89.703
279,2002,Metro,South of River,Gull,LPG,44.374
280,2002,Metro,South of River,Gull,LRP,91.033
281,2002,Metro,South of River,Gull,PULP,92.202
282,2002,Metro,South of River,Gull,ULP,87.511
283,2002,Metro,South of River,Independent,Diesel,90.36
284,2002,Metro,South of River,Independent,LPG,44.685
285,2002,Metro,South of River,Independent,LRP,93.132
286,2002,Metro,South of River,Independent,PULP,93.719
287,2002,Metro,South of River,Independent,ULP,90.209
288,2002,Metro,South of River,Kleenheat,LPG,45.025
289,2002,Metro,South of River,Kwikfuel,Diesel,84.838
290,2002,Metro,South of River,Kwikfuel,LRP,88.505
291,2002,Metro,South of River,Kwikfuel,ULP,85.492
292,2002,Metro,South of River,Liberty,Diesel,89.432
293,2002,Metro,South of River,Liberty,LPG,43.703
294,2002,Metro,South of River,Liberty,LRP,91.379
295,2002,Metro,South of River,Liberty,PULP,94.919
296,2002,Metro,South of River,Liberty,ULP,87.624
297,2002,Metro,South of River,Mobil,Diesel,89.982
298,2002,Metro,South of River,Mobil,LPG,45.069
299,2002,Metro,South of River,Mobil,LRP,91.301
300,2002,Metro,South of River,Mobil,PULP,92.936
301,2002,Metro,South of River,Mobil,ULP,87.786
302,2002,Metro,South of River,Oasis,Diesel,86.187
303,2002,Metro,South of River,Oasis,LRP,91.646
304,2002,Metro,South of River,Oasis,PULP,92.646
305,2002,Metro,South of River,Oasis,ULP,87.84
306,2002,Metro,South of River,Peak,Diesel,87.582
307,2002,Metro,South of River,Peak,LPG,43.465
308,2002,Metro,South of River,Peak,LRP,90.191
309,2002,Metro,South of River,Peak,PULP,90.834
310,2002,Metro,South of River,Peak,ULP,86.75
311,2002,Metro,South of River,Shell,Diesel,92.742
312,2002,Metro,South of River,Shell,LPG,45.618
313,2002,Metro,South of River,Shell,LRP,91.863
314,2002,Metro,South of River,Shell,PULP,93.378
315,2002,Metro,South of River,Shell,ULP,88.595
316,2002,Metro,South of River,Swan Taxis,LPG,43.542
317,2002,Metro,South of River,Wesco,Diesel,89.018
318,2002,Metro,South of River,Wesco,LPG,43.5
319,2002,Metro,South of River,Wesco,LRP,90.171
320,2002,Metro,South of River,Wesco,PULP,92.036
321,2002,Metro,South of River,Wesco,ULP,87.576
322,2002,Mid-West,Geraldton,Ampol,Diesel,99.556
323,2002,Mid-West,Geraldton,Ampol,LRP,105.089
324,2002,Mid-West,Geraldton,Ampol,PULP,107.79
325,2002,Mid-West,Geraldton,Ampol,ULP,101.116
326,2002,Mid-West,Geraldton,BOC,LPG,58.136
327,2002,Mid-West,Geraldton,BP,98 RON,108.504
328,2002,Mid-West,Geraldton,BP,Diesel,99.748
329,2002,Mid-West,Geraldton,BP,LPG,62.035
330,2002,Mid-West,Geraldton,BP,LRP,103.547
331,2002,Mid-West,Geraldton,BP,PULP,105.714
332,2002,Mid-West,Geraldton,BP,ULP,100.826
333,2002,Mid-West,Geraldton,Caltex,98 RON,107.439
334,2002,Mid-West,Geraldton,Caltex,Diesel,97.901
335,2002,Mid-West,Geraldton,Caltex,LPG,61.919
336,2002,Mid-West,Geraldton,Caltex,LRP,103.212
337,2002,Mid-West,Geraldton,Caltex,PULP,104.725
338,2002,Mid-West,Geraldton,Caltex,ULP,99.986
339,2002,Mid-West,Geraldton,Gull,Diesel,96.025
340,2002,Mid-West,Geraldton,Gull,LRP,101.667
341,2002,Mid-West,Geraldton,Gull,ULP,98.167
342,2002,Mid-West,Geraldton,Kleenheat,LPG,60.958
343,2002,Mid-West,Geraldton,Shell,Diesel,98.098
344,2002,Mid-West,Geraldton,Shell,LPG,61.958
345,2002,Mid-West,Geraldton,Shell,LRP,102.147
346,2002,Mid-West,Geraldton,Shell,PULP,105.072
347,2002,Mid-West,Geraldton,Shell,ULP,99.833
348,2002,Mid-West,Greenough,BP,98 RON,108.158
349,2002,Mid-West,Greenough,BP,Diesel,100.802
350,2002,Mid-West,Greenough,BP,LRP,104.867
351,2002,Mid-West,Greenough,BP,ULP,101.933
352,2002,Mid-West,Greenough,Caltex,Diesel,99.907
353,2002,Mid-West,Greenough,Caltex,LRP,103.582
354,2002,Mid-West,Greenough,Caltex,ULP,101.82
355,2002,Mid-West,Greenough,Gull,Diesel,95.853
356,2002,Mid-West,Greenough,Gull,LPG,61.05
357,2002,Mid-West,Greenough,Gull,LRP,101.49
358,2002,Mid-West,Greenough,Gull,ULP,97.958
359,2002,Mid-West,Greenough,Shell,Diesel,98.948
360,2002,Mid-West,Greenough,Shell,LRP,102.824
361,2002,Mid-West,Greenough,Shell,ULP,100.828
362,2002,Peel,Mandurah,Ampol,Diesel,89.624
363,2002,Peel,Mandurah,Ampol,LRP,92.054
364,2002,Peel,Mandurah,Ampol,PULP,93.664
365,2002,Peel,Mandurah,Ampol,ULP,88.663
366,2002,Peel,Mandurah,BP,98 RON,95.336
367,2002,Peel,Mandurah,BP,Diesel,90.651
368,2002,Peel,Mandurah,BP,LPG,45.434
369,2002,Peel,Mandurah,BP,LRP,91.759
370,2002,Peel,Mandurah,BP,ULP,88.508
371,2002,Peel,Mandurah,Caltex,Diesel,90.865
372,2002,Peel,Mandurah,Caltex,LPG,45.502
373,2002,Peel,Mandurah,Caltex,LRP,92.212
374,2002,Peel,Mandurah,Caltex,PULP,94.07
375,2002,Peel,Mandurah,Caltex,ULP,88.822
376,2002,Peel,Mandurah,Caltex Woolworths,Diesel,90.272
377,2002,Peel,Mandurah,Caltex Woolworths,LPG,44.765
378,2002,Peel,Mandurah,Caltex Woolworths,LRP,90.35
379,2002,Peel,Mandurah,Caltex Woolworths,PULP,91.985
380,2002,Peel,Mandurah,Caltex Woolworths,ULP,86.985
381,2002,Peel,Mandurah,Gull,Diesel,89.39
382,2002,Peel,Mandurah,Gull,LPG,44.546
383,2002,Peel,Mandurah,Gull,LRP,90.92
384,2002,Peel,Mandurah,Gull,PULP,92.261
385,2002,Peel,Mandurah,Gull,ULP,87.42
386,2002,Peel,Mandurah,Independent,ULP,90.8
387,2002,Peel,Mandurah,Kleenheat,LPG,43.447
388,2002,Peel,Mandurah,Mobil,Diesel,85.502
389,2002,Peel,Mandurah,Mobil,LPG,43.441
390,2002,Peel,Mandurah,Mobil,LRP,87.233
391,2002,Peel,Mandurah,Mobil,PULP,88.635
392,2002,Peel,Mandurah,Mobil,ULP,84.3
393,2002,Peel,Mandurah,Shell,Diesel,92.499
394,2002,Peel,Mandurah,Shell,LPG,45.548
395,2002,Peel,Mandurah,Shell,LRP,93.515
396,2002,Peel,Mandurah,Shell,PULP,93.192
397,2002,Peel,Mandurah,Shell,ULP,90.849
398,2002,Peel,Murray,Caltex,Diesel,90.714
399,2002,Peel,Murray,Caltex,LPG,45.46
400,2002,Peel,Murray,Caltex,LRP,92.019
401,2002,Peel,Murray,Caltex,PULP,95.895
402,2002,Peel,Murray,Caltex,ULP,89.301
403,2002,Peel,Murray,Gull,Diesel,89.655
404,2002,Peel,Murray,Gull,LPG,44.898
405,2002,Peel,Murray,Gull,LRP,91.248
406,2002,Peel,Murray,Gull,ULP,87.748
407,2002,Peel,Murray,Independent,Diesel,89.47
408,2002,Peel,Murray,Independent,LRP,95.295
409,2002,Peel,Murray,Independent,ULP,91.741
410,2002,Peel,Murray,Kwikfuel,Diesel,89.113
411,2002,Peel,Murray,Kwikfuel,LPG,45.297
412,2002,Peel,Murray,Kwikfuel,LRP,91.609
413,2002,Peel,Murray,Kwikfuel,ULP,88.614
414,2002,Peel,Murray,Shell,Diesel,100.146
415,2002,Peel,Murray,Shell,PULP,100.691
416,2002,Peel,Murray,Shell,ULP,99.36
417,2002,Peel,Murray,United,Diesel,89.683
418,2002,Peel,Murray,United,LRP,92.797
419,2002,Peel,Murray,United,ULP,89.603
420,2002,Peel,Murray,WA Fuels,Diesel,89.537
421,2002,Peel,Murray,WA Fuels,LPG,45.413
422,2002,Peel,Murray,WA Fuels,LRP,96.401
423,2002,Peel,Murray,WA Fuels,ULP,93.122
424,2002,Peel,Waroona,BP,Diesel,90.34
425,2002,Peel,Waroona,BP,LRP,96.051
426,2002,Peel,Waroona,BP,PULP,96.492
427,2002,Peel,Waroona,BP,ULP,92.558
428,2002,Peel,Waroona,Caltex,Diesel,90.4
429,2002,Peel,Waroona,Caltex,LPG,47.896
430,2002,Peel,Waroona,Caltex,PULP,96.399
431,2002,Peel,Waroona,Caltex,ULP,91.678
432,2002,Peel,Waroona,Gull,Diesel,96.819
433,2002,Peel,Waroona,Gull,LPG,56.8
434,2002,Peel,Waroona,Gull,LRP,100.923
435,2002,Peel,Waroona,Gull,ULP,97.446
436,2002,Peel,Waroona,Independent,Diesel,90.099
437,2002,Peel,Waroona,Independent,PULP,96.208
438,2002,Peel,Waroona,Independent,ULP,92.139
439,2002,Peel,Waroona,Peak,Diesel,88.392
440,2002,Peel,Waroona,Peak,PULP,94.581
441,2002,Peel,Waroona,Peak,ULP,90.662
442,2002,Peel,Waroona,Shell,Diesel,90.501
443,2002,Peel,Waroona,Shell,PULP,93.536
444,2002,Peel,Waroona,Shell,ULP,91.378
445,2002,Pilbara,Dampier,Shell,Diesel,101.094
446,2002,Pilbara,Dampier,Shell,LRP,105.64
447,2002,Pilbara,Dampier,Shell,ULP,103.078
448,2002,Pilbara,Karratha,BOC,LPG,71.897
449,2002,Pilbara,Karratha,BP,Diesel,101.787
450,2002,Pilbara,Karratha,BP,LRP,105.454
451,2002,Pilbara,Karratha,BP,PULP,108.382
452,2002,Pilbara,Karratha,BP,ULP,103.611
453,2002,Pilbara,Karratha,Caltex,Diesel,102.142
454,2002,Pilbara,Karratha,Caltex,LPG,77.188
455,2002,Pilbara,Karratha,Caltex,LRP,106.885
456,2002,Pilbara,Karratha,Caltex,ULP,104.744
457,2002,Pilbara,Karratha,Shell,Diesel,99.953
458,2002,Pilbara,Karratha,Shell,LPG,77.306
459,2002,Pilbara,Karratha,Shell,LRP,104.907
460,2002,Pilbara,Karratha,Shell,PULP,106.845
461,2002,Pilbara,Karratha,Shell,ULP,102.755
462,2002,Pilbara,Port Hedland,BOC,LPG,71.897
463,2002,Pilbara,Port Hedland,BP,Diesel,100.333
464,2002,Pilbara,Port Hedland,BP,LRP,104.839
465,2002,Pilbara,Port Hedland,BP,PULP,107.012
466,2002,Pilbara,Port Hedland,BP,ULP,101.86
467,2002,Pilbara,Port Hedland,Caltex,Diesel,99.306
468,2002,Pilbara,Port Hedland,Caltex,LRP,105.935
469,2002,Pilbara,Port Hedland,Caltex,ULP,102.73
470,2002,Pilbara,Port Hedland,Shell,Diesel,100.84
471,2002,Pilbara,Port Hedland,Shell,LRP,105.073
472,2002,Pilbara,Port Hedland,Shell,PULP,105.044
473,2002,Pilbara,Port Hedland,Shell,ULP,102.864
474,2002,Pilbara,Sth Hedland,BP,Diesel,100.69
475,2002,Pilbara,Sth Hedland,BP,LPG,76.7
476,2002,Pilbara,Sth Hedland,BP,LRP,106.07
477,2002,Pilbara,Sth Hedland,BP,PULP,108.712
478,2002,Pilbara,Sth Hedland,BP,ULP,103.189
479,2002,Pilbara,Sth Hedland,Caltex,Diesel,101.636
480,2002,Pilbara,Sth Hedland,Caltex,LPG,77.653
481,2002,Pilbara,Sth Hedland,Caltex,LRP,107.813
482,2002,Pilbara,Sth Hedland,Caltex,ULP,104.158
483,2002,Pilbara,Sth Hedland,Shell,Diesel,96.902
484,2002,Pilbara,Sth Hedland,Shell,LPG,75.884
485,2002,Pilbara,Sth Hedland,Shell,LRP,106.211
486,2002,Pilbara,Sth Hedland,Shell,ULP,103.498
487,2002,South-West,Bunbury,Ampol,Diesel,94.632
488,2002,South-West,Bunbury,Ampol,LPG,50.807
